Index,Headliner,Related artist,Headliner ID,Related artist ID,Headliner connections
733,Blur,Damon Albarn,7MhMgCo0Bl0Kukl93PZbYS,0O98jlCaPzvsoei6U5jfEL,16
5020,The Maccabees,Foals,0vW8z9pZMGCcRtGPGtyqiB,6FQqZYVfTNQ1pCqfkwVFEa,16
2402,Kaiser Chiefs,Franz Ferdinand,0LbLWjaweRbO4FDKYlbfNt,0XNa1vTidXlvJ2gHSsRi4A,16
729,Blur,Happy Mondays,7MhMgCo0Bl0Kukl93PZbYS,339DNkQkuhHKEcHw6oK8f0,16
5005,The Maccabees,Jamie T,0vW8z9pZMGCcRtGPGtyqiB,3Rsr4Z96O6U3lToOiV3zBh,16
2406,Kaiser Chiefs,Kasabian,0LbLWjaweRbO4FDKYlbfNt,11wRdbnoYqRddKBrpHt4Ue,16
723,Blur,Manic Street Preachers,7MhMgCo0Bl0Kukl93PZbYS,2uH0RyPcX7fnCcT90HFDQX,16
727,Blur,Primal Scream,7MhMgCo0Bl0Kukl93PZbYS,3wury2nd8idV4GecUg5xze,16
722,Blur,Pulp,7MhMgCo0Bl0Kukl93PZbYS,36E7oYfz3LLRto6l2WmDcD,16
2401,Kaiser Chiefs,Razorlight,0LbLWjaweRbO4FDKYlbfNt,450iujbtN6XgiA9pv6fVZz,16
734,Blur,Richard Ashcroft,7MhMgCo0Bl0Kukl93PZbYS,1HGTHrRQkw0BtevSo1jucU,16
730,Blur,Suede,7MhMgCo0Bl0Kukl93PZbYS,6PHIK3kjWggLtVygsOtpqS,16
725,Blur,The Charlatans,7MhMgCo0Bl0Kukl93PZbYS,5fScAXreYFnuqwOgBsJgSd,16
736,Blur,The Libertines,7MhMgCo0Bl0Kukl93PZbYS,4fSPtBgFPZzygkY6MehwQ7,16
2409,Kaiser Chiefs,The Libertines,0LbLWjaweRbO4FDKYlbfNt,4fSPtBgFPZzygkY6MehwQ7,16
5014,The Maccabees,The Libertines,0vW8z9pZMGCcRtGPGtyqiB,4fSPtBgFPZzygkY6MehwQ7,16
2403,Kaiser Chiefs,The Pigeon Detectives,0LbLWjaweRbO4FDKYlbfNt,7FPkZue0zzjHaOPJb4WCw3,16
5003,The Maccabees,The Pigeon Detectives,0vW8z9pZMGCcRtGPGtyqiB,7FPkZue0zzjHaOPJb4WCw3,16
726,Blur,The Stone Roses,7MhMgCo0Bl0Kukl93PZbYS,1lYT0A0LV5DUfxr6doRP3d,16
2417,Kaiser Chiefs,The Subways,0LbLWjaweRbO4FDKYlbfNt,4BntNFyiN3VGG4hhRRZt9d,16
5012,The Maccabees,The Vaccines,0vW8z9pZMGCcRtGPGtyqiB,0Ak6DLKHtpR6TEEnmcorKA,16
724,Blur,The Verve,7MhMgCo0Bl0Kukl93PZbYS,2cGwlqi3k18jFpUyTrsR84,16
2415,Kaiser Chiefs,The Wombats,0LbLWjaweRbO4FDKYlbfNt,0Ya43ZKWHTKkAbkoJJkwIB,16
4416,Stereophonics,Ash,21UJ7PRWb3Etgsu99f8yo8,2evydP72Z45DouM4uMGsIE,15
5495,Thompson Twins,Duran Duran,5jVeqi3PNaTOajfvBa4uFn,0lZoBs4Pzo7R89JM9lxwoT,15
4403,Stereophonics,Feeder,21UJ7PRWb3Etgsu99f8yo8,0ZZr6Y49NZWRJc0uCwqpMR,15
2454,Kasabian,Franz Ferdinand,11wRdbnoYqRddKBrpHt4Ue,0XNa1vTidXlvJ2gHSsRi4A,15
2441,Kasabian,Kaiser Chiefs,11wRdbnoYqRddKBrpHt4Ue,0LbLWjaweRbO4FDKYlbfNt,15
4415,Stereophonics,Kasabian,21UJ7PRWb3Etgsu99f8yo8,11wRdbnoYqRddKBrpHt4Ue,15
4401,Stereophonics,Manic Street Preachers,21UJ7PRWb3Etgsu99f8yo8,2uH0RyPcX7fnCcT90HFDQX,15
2455,Kasabian,Noel Gallagher's High Flying Birds,11wRdbnoYqRddKBrpHt4Ue,7sjttK1WcZeyLPn3IsQ62L,15
4418,Stereophonics,Noel Gallagher's High Flying Birds,21UJ7PRWb3Etgsu99f8yo8,7sjttK1WcZeyLPn3IsQ62L,15
5492,Thompson Twins,Orchestral Manoeuvres In The Dark,5jVeqi3PNaTOajfvBa4uFn,7wJ9NwdRWtN92NunmXuwBk,15
2443,Kasabian,Razorlight,11wRdbnoYqRddKBrpHt4Ue,450iujbtN6XgiA9pv6fVZz,15
4406,Stereophonics,Razorlight,21UJ7PRWb3Etgsu99f8yo8,450iujbtN6XgiA9pv6fVZz,15
4405,Stereophonics,Richard Ashcroft,21UJ7PRWb3Etgsu99f8yo8,1HGTHrRQkw0BtevSo1jucU,15
2449,Kasabian,Stereophonics,11wRdbnoYqRddKBrpHt4Ue,21UJ7PRWb3Etgsu99f8yo8,15
4419,Stereophonics,The Charlatans,21UJ7PRWb3Etgsu99f8yo8,5fScAXreYFnuqwOgBsJgSd,15
5486,Thompson Twins,The Human League,5jVeqi3PNaTOajfvBa4uFn,1aX2dmV8XoHYCOQRxjPESG,15
2442,Kasabian,The Libertines,11wRdbnoYqRddKBrpHt4Ue,4fSPtBgFPZzygkY6MehwQ7,15
2452,Kasabian,The Pigeon Detectives,11wRdbnoYqRddKBrpHt4Ue,7FPkZue0zzjHaOPJb4WCw3,15
2460,Kasabian,The Vaccines,11wRdbnoYqRddKBrpHt4Ue,0Ak6DLKHtpR6TEEnmcorKA,15
4411,Stereophonics,The Verve,21UJ7PRWb3Etgsu99f8yo8,2cGwlqi3k18jFpUyTrsR84,15
4408,Stereophonics,Travis,21UJ7PRWb3Etgsu99f8yo8,3bUwxJgNakzYKkqAVgZLlh,15
1962,Grizzly Bear,Animal Collective,2Jv5eshHtLycR6R8KQCdc4,4kwxTgCKMipBKhSnEstNKj,14
3697,Pulp,Ash,36E7oYfz3LLRto6l2WmDcD,2evydP72Z45DouM4uMGsIE,14
1965,Grizzly Bear,Beach House,2Jv5eshHtLycR6R8KQCdc4,56ZTgzPBDge0OvCGgMO3OY,14
3684,Pulp,Blur,36E7oYfz3LLRto6l2WmDcD,7MhMgCo0Bl0Kukl93PZbYS,14
5796,Yo La Tengo,Grandaddy,5hAhrnb0Ch4ODwWu4tsbpi,3W4xM5XYtUp4ifYYPVKVdk,14
3686,Pulp,Happy Mondays,36E7oYfz3LLRto6l2WmDcD,339DNkQkuhHKEcHw6oK8f0,14
5331,The Vaccines,Jamie T,0Ak6DLKHtpR6TEEnmcorKA,3Rsr4Z96O6U3lToOiV3zBh,14
3685,Pulp,Manic Street Preachers,36E7oYfz3LLRto6l2WmDcD,2uH0RyPcX7fnCcT90HFDQX,14
5793,Yo La Tengo,Mercury Rev,5hAhrnb0Ch4ODwWu4tsbpi,77oD8X9qLXZhpbCjv53l5n,14
3698,Pulp,Morrissey,36E7oYfz3LLRto6l2WmDcD,3iTsJGG39nMg9YiolUgLMQ,14
5785,Yo La Tengo,My Bloody Valentine,5hAhrnb0Ch4ODwWu4tsbpi,3G3Gdm0ZRAOxLrbyjfhii5,14
3689,Pulp,Primal Scream,36E7oYfz3LLRto6l2WmDcD,3wury2nd8idV4GecUg5xze,14
5335,The Vaccines,Razorlight,0Ak6DLKHtpR6TEEnmcorKA,450iujbtN6XgiA9pv6fVZz,14
1975,Grizzly Bear,St. Vincent,2Jv5eshHtLycR6R8KQCdc4,7bcbShaqKdcyjnmv4Ix8j6,14
3681,Pulp,Suede,36E7oYfz3LLRto6l2WmDcD,6PHIK3kjWggLtVygsOtpqS,14
3700,Pulp,Super Furry Animals,36E7oYfz3LLRto6l2WmDcD,0FOcXqJgJ1oq9XfzYTDZmZ,14
3688,Pulp,The Charlatans,36E7oYfz3LLRto6l2WmDcD,5fScAXreYFnuqwOgBsJgSd,14
5326,The Vaccines,The Libertines,0Ak6DLKHtpR6TEEnmcorKA,4fSPtBgFPZzygkY6MehwQ7,14
5321,The Vaccines,The Maccabees,0Ak6DLKHtpR6TEEnmcorKA,0vW8z9pZMGCcRtGPGtyqiB,14
5323,The Vaccines,The Pigeon Detectives,0Ak6DLKHtpR6TEEnmcorKA,7FPkZue0zzjHaOPJb4WCw3,14
3690,Pulp,The Stone Roses,36E7oYfz3LLRto6l2WmDcD,1lYT0A0LV5DUfxr6doRP3d,14
5330,The Vaccines,The Wombats,0Ak6DLKHtpR6TEEnmcorKA,0Ya43ZKWHTKkAbkoJJkwIB,14
1977,Grizzly Bear,Yo La Tengo,2Jv5eshHtLycR6R8KQCdc4,5hAhrnb0Ch4ODwWu4tsbpi,14
5881,The Chemical Brothers,Basement Jaxx,1GhPHrq36VKCY3ucVaZCfo,4YrKBkKSVeqDamzBPWVnSJ,13
5347,The Verve,Blur,2cGwlqi3k18jFpUyTrsR84,7MhMgCo0Bl0Kukl93PZbYS,13
5889,The Chemical Brothers,Faithless,1GhPHrq36VKCY3ucVaZCfo,5T4UKHhr4HGIC0VzdZQtAE,13
5883,The Chemical Brothers,Fatboy Slim,1GhPHrq36VKCY3ucVaZCfo,4Y7tXHSEejGu1vQ9bwDdXW,13
687,Bloc Party,Foals,3MM8mtgFzaEJsqbjZBSsHJ,6FQqZYVfTNQ1pCqfkwVFEa,13
694,Bloc Party,Franz Ferdinand,3MM8mtgFzaEJsqbjZBSsHJ,0XNa1vTidXlvJ2gHSsRi4A,13
5886,The Chemical Brothers,Groove Armada,1GhPHrq36VKCY3ucVaZCfo,67tgMwUfnmqzYsNAtnP6YJ,13
5353,The Verve,Happy Mondays,2cGwlqi3k18jFpUyTrsR84,339DNkQkuhHKEcHw6oK8f0,13
683,Bloc Party,Interpol,3MM8mtgFzaEJsqbjZBSsHJ,3WaJSfKnzc65VDgmj2zU8B,13
693,Bloc Party,Kaiser Chiefs,3MM8mtgFzaEJsqbjZBSsHJ,0LbLWjaweRbO4FDKYlbfNt,13
5892,The Chemical Brothers,Leftfield,1GhPHrq36VKCY3ucVaZCfo,72hqBMsw7x5jnfxxwkii8L,13
5345,The Verve,Manic Street Preachers,2cGwlqi3k18jFpUyTrsR84,2uH0RyPcX7fnCcT90HFDQX,13
5891,The Chemical Brothers,Massive Attack,1GhPHrq36VKCY3ucVaZCfo,6FXMGgJwohJLUSr5nVlf9X,13
5346,The Verve,Oasis,2cGwlqi3k18jFpUyTrsR84,2DaxqgrOhkeH0fpeiQq2f4,13
5351,The Verve,Primal Scream,2cGwlqi3k18jFpUyTrsR84,3wury2nd8idV4GecUg5xze,13
5359,The Verve,Pulp,2cGwlqi3k18jFpUyTrsR84,36E7oYfz3LLRto6l2WmDcD,13
696,Bloc Party,Razorlight,3MM8mtgFzaEJsqbjZBSsHJ,450iujbtN6XgiA9pv6fVZz,13
5341,The Verve,Richard Ashcroft,2cGwlqi3k18jFpUyTrsR84,1HGTHrRQkw0BtevSo1jucU,13
5356,The Verve,Stereophonics,2cGwlqi3k18jFpUyTrsR84,21UJ7PRWb3Etgsu99f8yo8,13
5343,The Verve,The Charlatans,2cGwlqi3k18jFpUyTrsR84,5fScAXreYFnuqwOgBsJgSd,13
689,Bloc Party,The Libertines,3MM8mtgFzaEJsqbjZBSsHJ,4fSPtBgFPZzygkY6MehwQ7,13
684,Bloc Party,The Maccabees,3MM8mtgFzaEJsqbjZBSsHJ,0vW8z9pZMGCcRtGPGtyqiB,13
699,Bloc Party,The Pigeon Detectives,3MM8mtgFzaEJsqbjZBSsHJ,7FPkZue0zzjHaOPJb4WCw3,13
5885,The Chemical Brothers,The Prodigy,1GhPHrq36VKCY3ucVaZCfo,4k1ELeJKT1ISyDv8JivPpB,13
5349,The Verve,The Stone Roses,2cGwlqi3k18jFpUyTrsR84,1lYT0A0LV5DUfxr6doRP3d,13
688,Bloc Party,The Subways,3MM8mtgFzaEJsqbjZBSsHJ,4BntNFyiN3VGG4hhRRZt9d,13
5355,The Verve,Travis,2cGwlqi3k18jFpUyTrsR84,3bUwxJgNakzYKkqAVgZLlh,13
5884,The Chemical Brothers,Underworld,1GhPHrq36VKCY3ucVaZCfo,1PXHzxRDiLnjqNrRn2Xbsa,13
1779,Franz Ferdinand,Arctic Monkeys,0XNa1vTidXlvJ2gHSsRi4A,7Ln80lUS6He07XvHI8qqHH,12
1984,Groove Armada,Basement Jaxx,67tgMwUfnmqzYsNAtnP6YJ,4YrKBkKSVeqDamzBPWVnSJ,12
1764,Franz Ferdinand,Bloc Party,0XNa1vTidXlvJ2gHSsRi4A,3MM8mtgFzaEJsqbjZBSsHJ,12
5459,The Wombats,Bloc Party,0Ya43ZKWHTKkAbkoJJkwIB,3MM8mtgFzaEJsqbjZBSsHJ,12
1992,Groove Armada,Faithless,67tgMwUfnmqzYsNAtnP6YJ,5T4UKHhr4HGIC0VzdZQtAE,12
1770,Franz Ferdinand,Interpol,0XNa1vTidXlvJ2gHSsRi4A,3WaJSfKnzc65VDgmj2zU8B,12
5444,The Wombats,Jamie T,0Ya43ZKWHTKkAbkoJJkwIB,3Rsr4Z96O6U3lToOiV3zBh,12
1761,Franz Ferdinand,Kaiser Chiefs,0XNa1vTidXlvJ2gHSsRi4A,0LbLWjaweRbO4FDKYlbfNt,12
5453,The Wombats,Kaiser Chiefs,0Ya43ZKWHTKkAbkoJJkwIB,0LbLWjaweRbO4FDKYlbfNt,12
1766,Franz Ferdinand,Kasabian,0XNa1vTidXlvJ2gHSsRi4A,11wRdbnoYqRddKBrpHt4Ue,12
1997,Groove Armada,Leftfield,67tgMwUfnmqzYsNAtnP6YJ,72hqBMsw7x5jnfxxwkii8L,12
3869,Richard Ashcroft,Manic Street Preachers,1HGTHrRQkw0BtevSo1jucU,2uH0RyPcX7fnCcT90HFDQX,12
3877,Richard Ashcroft,Noel Gallagher's High Flying Birds,1HGTHrRQkw0BtevSo1jucU,7sjttK1WcZeyLPn3IsQ62L,12
3876,Richard Ashcroft,Paul Weller,1HGTHrRQkw0BtevSo1jucU,7Lf3LOZp3U3u2f6cWMd3AH,12
3880,Richard Ashcroft,Primal Scream,1HGTHrRQkw0BtevSo1jucU,3wury2nd8idV4GecUg5xze,12
1768,Franz Ferdinand,Razorlight,0XNa1vTidXlvJ2gHSsRi4A,450iujbtN6XgiA9pv6fVZz,12
5447,The Wombats,Razorlight,0Ya43ZKWHTKkAbkoJJkwIB,450iujbtN6XgiA9pv6fVZz,12
3866,Richard Ashcroft,The Charlatans,1HGTHrRQkw0BtevSo1jucU,5fScAXreYFnuqwOgBsJgSd,12
1983,Groove Armada,The Chemical Brothers,67tgMwUfnmqzYsNAtnP6YJ,1GhPHrq36VKCY3ucVaZCfo,12
1762,Franz Ferdinand,The Libertines,0XNa1vTidXlvJ2gHSsRi4A,4fSPtBgFPZzygkY6MehwQ7,12
5448,The Wombats,The Maccabees,0Ya43ZKWHTKkAbkoJJkwIB,0vW8z9pZMGCcRtGPGtyqiB,12
1778,Franz Ferdinand,The Pigeon Detectives,0XNa1vTidXlvJ2gHSsRi4A,7FPkZue0zzjHaOPJb4WCw3,12
5441,The Wombats,The Pigeon Detectives,0Ya43ZKWHTKkAbkoJJkwIB,7FPkZue0zzjHaOPJb4WCw3,12
1775,Franz Ferdinand,The Strokes,0XNa1vTidXlvJ2gHSsRi4A,0epOFNiUfyON9EYx7Tpr6V,12
5442,The Wombats,The Vaccines,0Ya43ZKWHTKkAbkoJJkwIB,0Ak6DLKHtpR6TEEnmcorKA,12
3861,Richard Ashcroft,The Verve,1HGTHrRQkw0BtevSo1jucU,2cGwlqi3k18jFpUyTrsR84,12
3878,Richard Ashcroft,Travis,1HGTHrRQkw0BtevSo1jucU,3bUwxJgNakzYKkqAVgZLlh,12
5456,The Wombats,Two Door Cinema Club,0Ya43ZKWHTKkAbkoJJkwIB,536BYVgOnRky0xjsPT96zl,12
1995,Groove Armada,Underworld,67tgMwUfnmqzYsNAtnP6YJ,1PXHzxRDiLnjqNrRn2Xbsa,12
4169,Simple Minds,Big Country,6hN9F0iuULZYWXppob22Aj,1h8YIw9HLr6E8gdXVDRbVJ,11
5254,The Stone Roses,Blur,1lYT0A0LV5DUfxr6doRP3d,7MhMgCo0Bl0Kukl93PZbYS,11
4179,Simple Minds,Bryan Ferry,6hN9F0iuULZYWXppob22Aj,5RNFFojXkPRmlJZIwXeKQC,11
4167,Simple Minds,Duran Duran,6hN9F0iuULZYWXppob22Aj,0lZoBs4Pzo7R89JM9lxwoT,11
347,Basement Jaxx,Faithless,4YrKBkKSVeqDamzBPWVnSJ,5T4UKHhr4HGIC0VzdZQtAE,11
346,Basement Jaxx,Fatboy Slim,4YrKBkKSVeqDamzBPWVnSJ,4Y7tXHSEejGu1vQ9bwDdXW,11
344,Basement Jaxx,Groove Armada,4YrKBkKSVeqDamzBPWVnSJ,67tgMwUfnmqzYsNAtnP6YJ,11
5242,The Stone Roses,Happy Mondays,1lYT0A0LV5DUfxr6doRP3d,339DNkQkuhHKEcHw6oK8f0,11
355,Basement Jaxx,Hot Chip,4YrKBkKSVeqDamzBPWVnSJ,37uLId6Z5ZXCx19vuruvv5,11
356,Basement Jaxx,Leftfield,4YrKBkKSVeqDamzBPWVnSJ,72hqBMsw7x5jnfxxwkii8L,11
5249,The Stone Roses,Manic Street Preachers,1lYT0A0LV5DUfxr6doRP3d,2uH0RyPcX7fnCcT90HFDQX,11
352,Basement Jaxx,Mylo,4YrKBkKSVeqDamzBPWVnSJ,5YjEVrNMrIRw2xGbjTN6Ti,11
4171,Simple Minds,Orchestral Manoeuvres In The Dark,6hN9F0iuULZYWXppob22Aj,7wJ9NwdRWtN92NunmXuwBk,11
2024,Happy Mondays,Primal Scream,339DNkQkuhHKEcHw6oK8f0,3wury2nd8idV4GecUg5xze,11
5244,The Stone Roses,Primal Scream,1lYT0A0LV5DUfxr6doRP3d,3wury2nd8idV4GecUg5xze,11
2037,Happy Mondays,Pulp,339DNkQkuhHKEcHw6oK8f0,36E7oYfz3LLRto6l2WmDcD,11
5253,The Stone Roses,Pulp,1lYT0A0LV5DUfxr6doRP3d,36E7oYfz3LLRto6l2WmDcD,11
6007,Jamie T,Razorlight,3Rsr4Z96O6U3lToOiV3zBh,450iujbtN6XgiA9pv6fVZz,11
5260,The Stone Roses,Richard Ashcroft,1lYT0A0LV5DUfxr6doRP3d,1HGTHrRQkw0BtevSo1jucU,11
2023,Happy Mondays,The Charlatans,339DNkQkuhHKEcHw6oK8f0,5fScAXreYFnuqwOgBsJgSd,11
5241,The Stone Roses,The Charlatans,1lYT0A0LV5DUfxr6doRP3d,5fScAXreYFnuqwOgBsJgSd,11
341,Basement Jaxx,The Chemical Brothers,4YrKBkKSVeqDamzBPWVnSJ,1GhPHrq36VKCY3ucVaZCfo,11
4165,Simple Minds,The Human League,6hN9F0iuULZYWXppob22Aj,1aX2dmV8XoHYCOQRxjPESG,11
5259,The Stone Roses,The Libertines,1lYT0A0LV5DUfxr6doRP3d,4fSPtBgFPZzygkY6MehwQ7,11
6009,Jamie T,The Libertines,3Rsr4Z96O6U3lToOiV3zBh,4fSPtBgFPZzygkY6MehwQ7,11
6001,Jamie T,The Maccabees,3Rsr4Z96O6U3lToOiV3zBh,0vW8z9pZMGCcRtGPGtyqiB,11
6003,Jamie T,The Pigeon Detectives,3Rsr4Z96O6U3lToOiV3zBh,7FPkZue0zzjHaOPJb4WCw3,11
358,Basement Jaxx,The Prodigy,4YrKBkKSVeqDamzBPWVnSJ,4k1ELeJKT1ISyDv8JivPpB,11
4178,Simple Minds,The Psychedelic Furs,6hN9F0iuULZYWXppob22Aj,0O0lrN34wrcuBenkqlEDZe,11
2025,Happy Mondays,The Stone Roses,339DNkQkuhHKEcHw6oK8f0,1lYT0A0LV5DUfxr6doRP3d,11
6020,Jamie T,The Streets,3Rsr4Z96O6U3lToOiV3zBh,4GvOygVQquMaPm8oAc0vXi,11
6010,Jamie T,The Vaccines,3Rsr4Z96O6U3lToOiV3zBh,0Ak6DLKHtpR6TEEnmcorKA,11
5252,The Stone Roses,The Verve,1lYT0A0LV5DUfxr6doRP3d,2cGwlqi3k18jFpUyTrsR84,11
6011,Jamie T,The Wombats,3Rsr4Z96O6U3lToOiV3zBh,0Ya43ZKWHTKkAbkoJJkwIB,11
4174,Simple Minds,Thompson Twins,6hN9F0iuULZYWXppob22Aj,5jVeqi3PNaTOajfvBa4uFn,11
348,Basement Jaxx,Underworld,4YrKBkKSVeqDamzBPWVnSJ,1PXHzxRDiLnjqNrRn2Xbsa,11
3670,The Psychedelic Furs,Adam Ant,0O0lrN34wrcuBenkqlEDZe,3QP0XPDwbvGivqDAaJ5f5G,10
5596,Travis,Ash,3bUwxJgNakzYKkqAVgZLlh,2evydP72Z45DouM4uMGsIE,10
5913,Underworld,Basement Jaxx,1PXHzxRDiLnjqNrRn2Xbsa,4YrKBkKSVeqDamzBPWVnSJ,10
5595,Travis,Blur,3bUwxJgNakzYKkqAVgZLlh,7MhMgCo0Bl0Kukl93PZbYS,10
3662,The Psychedelic Furs,Echo & the Bunnymen,0O0lrN34wrcuBenkqlEDZe,0fgYKF9Avljex0L9Wt5b8Z,10
5910,Underworld,Faithless,1PXHzxRDiLnjqNrRn2Xbsa,5T4UKHhr4HGIC0VzdZQtAE,10
5597,Travis,Feeder,3bUwxJgNakzYKkqAVgZLlh,0ZZr6Y49NZWRJc0uCwqpMR,10
5909,Underworld,Groove Armada,1PXHzxRDiLnjqNrRn2Xbsa,67tgMwUfnmqzYsNAtnP6YJ,10
5588,Travis,Keane,3bUwxJgNakzYKkqAVgZLlh,53A0W3U0s8diEn9RhXQhVz,10
5907,Underworld,Leftfield,1PXHzxRDiLnjqNrRn2Xbsa,72hqBMsw7x5jnfxxwkii8L,10
5587,Travis,Manic Street Preachers,3bUwxJgNakzYKkqAVgZLlh,2uH0RyPcX7fnCcT90HFDQX,10
5919,Underworld,Massive Attack,1PXHzxRDiLnjqNrRn2Xbsa,6FXMGgJwohJLUSr5nVlf9X,10
5598,Travis,Noel Gallagher's High Flying Birds,3bUwxJgNakzYKkqAVgZLlh,7sjttK1WcZeyLPn3IsQ62L,10
5914,Underworld,Primal Scream,1PXHzxRDiLnjqNrRn2Xbsa,3wury2nd8idV4GecUg5xze,10
5594,Travis,Razorlight,3bUwxJgNakzYKkqAVgZLlh,450iujbtN6XgiA9pv6fVZz,10
